date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:40	120129/120129	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:38%20GMT	https://colorlib.com//polygon/adminty/default/handson-utilities.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/handson-utilities.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:41	124250/124250	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:25%20GMT	https://colorlib.com//polygon/adminty/default/editable-table.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/editable-table.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:42	120565/120565	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:01%20GMT	https://colorlib.com//polygon/adminty/default/chart-google.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/chart-google.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:43	115156/115156	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:00%20GMT	https://colorlib.com//polygon/adminty/default/chart-echart.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/chart-echart.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:44	117649/117649	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:00%20GMT	https://colorlib.com//polygon/adminty/default/chart-chartjs.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/chart-chartjs.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:45	119177/119177	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:02%20GMT	https://colorlib.com//polygon/adminty/default/chart-list.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/chart-list.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:46	118679/118679	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:00%20GMT	https://colorlib.com//polygon/adminty/default/chart-float.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/chart-float.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:47	117690/117690	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:01%20GMT	https://colorlib.com//polygon/adminty/default/chart-knob.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/chart-knob.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:48	117090/117090	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:02%20GMT	https://colorlib.com//polygon/adminty/default/chart-morris.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/chart-morris.html	(from https://colorlib.com//polygon/adminty/default/index.html)
14:58:49	117050/117050	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:02%20GMT	https://colorlib.com//polygon/adminty/default/chart-nvd3.html	/home/sulle/websites/Adminity/colorlib.com/polygon/adminty/default/chart-nvd3.html	(from https://colorlib.com//polygon/adminty/default/index.html)
